"venue_id","district_id","name","district","category","cuisine","phone","address","latitude","longitude","website","opening_hours_dict","opening_hours","postal_code","neighborhood","takeaway","wheelchair_accessible"
"V6247","11007007","Remem Bar","Tempelhof-Schöneberg","bar","","","Hauptstraße 111, 10827 Berlin","52.481422","13.348212","","","","10827.0","Schöneberg","",""
"V6248","11007007","Black Rose","Tempelhof-Schöneberg","bar","","","Hauptstraße 113-115, 10827 Berlin","52.481958","13.349054","","","","10827.0","Schöneberg","",""
"V6249","11007007","Nostoni","Tempelhof-Schöneberg","cafe","","","Eisenacher Straße 63, 10823 Berlin","52.485115","13.352685","","{""Fr"":[[""06:00"",""16:00""]],""Mo"":[[""06:00"",""16:00""]],""Sa"":[[""07:00"",""16:00""]],""Su"":[[""07:00"",""16:00""]],""Th"":[[""06:00"",""16:00""]],""Tu"":[[""06:00"",""16:00""]],""We"":[[""06:00"",""16:00""]]}","Sa 07:00-16:00; Su 07:00-16:00; Mo-Fr 06:00-16:00","10823.0","Schöneberg","","no"
"V6250","11007007","Flying Fish Sushi","Tempelhof-Schöneberg","restaurant","sushi","","Eisenacher Straße 67, 10823 Berlin","52.485706","13.351934","http://www.flying-fish-sushi.de/","{""Fr"":[[""17:00"",""22:00""]],""Sa"":[[""17:00"",""22:00""]],""Th"":[[""17:00"",""22:00""]],""We"":[[""17:00"",""22:00""]]}","We-Sa 17:00-22:00","10823.0","Schöneberg","","no"
"V6251","11007007","Carlos Tapas Bar","Tempelhof-Schöneberg","restaurant","tapas","","Eisenacher Straße 69, 10823 Berlin","52.486025","13.351542","","{}","Th-Sa 17:00-21:00","10823.0","Schöneberg","","no"
"V6252","11007007","Ratsstuben","Tempelhof-Schöneberg","restaurant","","","Freiherr-vom-Stein-Straße 20, 10825 Berlin","52.484305","13.343107","","","","10825.0","Schöneberg","",""
"V6253","11012012","Sold out Burger","Reinickendorf","restaurant","italian;pizza","+493063371956","Sold out Burger, Scharnweberstraße, Reinickendorf, Berlin, 13405, Deutschland","52.564573","13.326799","","{""Fr"":[[""11:00"",""00:00""]],""Mo"":[[""11:00"",""00:00""]],""Sa"":[[""11:00"",""00:00""]],""Su"":[[""11:00"",""00:00""]],""Th"":[[""11:00"",""00:00""]],""Tu"":[[""11:00"",""00:00""]],""We"":[[""11:00"",""00:00""]]}","Mo-Su 11:00-24:00","13405.0","Reinickendorf","","yes"
"V6254","11011011","Pool-Inn","Lichtenberg","bar","","03051588422","Wönnichstraße 68-70, 10317","52.504748","13.496452","https://www.pool-inn.de/","{""Fr"":[[""16:00"",""02:00""]],""Mo"":[[""16:00"",""02:00""]],""Sa"":[[""12:00"",""02:00""]],""Su"":[[""16:00"",""02:00""]],""Th"":[[""16:00"",""02:00""]],""Tu"":[[""16:00"",""02:00""]],""We"":[[""16:00"",""02:00""]]}","Su-Fr 16:00-02:00; Sa 12:00-02:00","10317.0","Rummelsburg","","no"
"V6255","11002002","Mantika Manti","Friedrichshain-Kreuzberg","restaurant","","","Reichenberger Straße 176, 10999 Berlin","52.499649","13.417128","","{""Fr"":[[""11:00"",""22:00""]],""Mo"":[[""11:00"",""22:00""]],""Sa"":[[""13:00"",""00:00""]],""Su"":[[""13:00"",""00:00""]],""Th"":[[""11:00"",""22:00""]],""Tu"":[[""11:00"",""22:00""]],""We"":[[""11:00"",""22:00""]]}","Mo-Fr 11:00-22:00; Sa, Su 13:00-00:00","10999.0","Kreuzberg","",""
"V6256","11001001","Vedang","Mitte","restaurant","burger","","Grunerstraße 20, 10179 Berlin","52.519956","13.414566","https://vedang.de","{""Fr"":[[""11:00"",""20:00""]],""Mo"":[[""11:00"",""20:00""]],""Sa"":[[""11:00"",""20:00""]],""Th"":[[""11:00"",""20:00""]],""Tu"":[[""11:00"",""20:00""]],""We"":[[""11:00"",""20:00""]]}","Mo-Sa 11:00-20:00; Su off","10179.0","Mitte","",""
"V6257","11002002","Poké Pelelina","Friedrichshain-Kreuzberg","restaurant","hawaiian;poke","","Graefestraße 75, 10967 Berlin","52.492682","13.417711","","{""Fr"":[[""12:00"",""16:00""],[""18:00"",""21:00""]],""Th"":[[""12:00"",""16:00""],[""18:00"",""21:00""]],""Tu"":[[""12:00"",""16:00""],[""18:00"",""21:00""]],""We"":[[""12:00"",""16:00""],[""18:00"",""21:00""]]}","Tu-Fr 12:00-16:00, 18:00-21:00","10967.0","Kreuzberg","",""
"V6258","11008008","Anh Em Restaurant","Neukölln","restaurant","sushi;vietnamese","","Hermannstraße 154, 12051 Berlin","52.466204","13.432335","","{""Fr"":[[""12:00"",""22:30""]],""Mo"":[[""12:00"",""22:30""]],""Sa"":[[""12:00"",""22:30""]],""Su"":[[""12:00"",""22:30""]],""Th"":[[""12:00"",""22:30""]],""Tu"":[[""12:00"",""22:30""]],""We"":[[""12:00"",""22:30""]]}","12:00-22:30","12051.0","Neukölln","yes",""
"V6259","11008008","Safé","Neukölln","cafe","","","Reuterstraße 13, 12053 Berlin","52.483205","13.429099","","","","12053.0","Neukölln","",""
"V6260","11003003","Asia Dream","Pankow","restaurant","asian","","Prenzlauer Allee 89, 10405 Berlin","52.545061","13.427956","","","","10405.0","Prenzlauer Berg","","yes"
"V6261","11001001","Little MARS","Mitte","cafe","","","Gerichtstraße 35","52.544993","13.366448","https://www.mars-berlin.net/","{""Fr"":[[""12:00"",""18:30""]],""Mo"":[[""12:00"",""18:30""]],""Sa"":[[""12:00"",""18:30""]],""Su"":[[""12:00"",""18:30""]],""Th"":[[""12:00"",""18:30""]],""Tu"":[[""12:00"",""18:30""]],""We"":[[""12:00"",""18:30""]]}","12:00-18:30","","Wedding","","yes"
"V6262","11001001","Dal Tokki","Mitte","restaurant","asian;korean","","Prinzenallee 83, 13357 Berlin","52.553746","13.382428","","{""Mo"":[[""12:00"",""15:00""]],""Tu"":[[""12:00"",""15:00""]]}","Mo,Tu 12:00-15:00","13357.0","Gesundbrunnen","",""
"V6263","11009009","Café Date","Treptow-Köpenick","cafe","breakfast;cake;coffee_shop","","Wilhelminenhofstraße 31, 12459 Berlin","52.461673","13.518006","https://instagram.com/cafe.date.12459/","{""Fr"":[[""08:00"",""18:00""]],""Mo"":[[""08:00"",""18:00""]],""Sa"":[[""10:00"",""18:00""]],""Su"":[[""10:00"",""18:00""]],""Th"":[[""08:00"",""18:00""]],""Tu"":[[""08:00"",""18:00""]],""We"":[[""08:00"",""18:00""]]}","Mo-Fr 08:00-18:00; Sa-Su 10:00-18:00","12459.0","Oberschöneweide","",""
"V6264","11002002","Ma-Makan","Friedrichshain-Kreuzberg","restaurant","asian;malaysian;singaporean","","Lausitzer Platz 12, 10997","52.500771","13.431578","https://mamakanberlin.com","{""Fr"":[[""12:00"",""16:00""],[""18:00"",""22:00""]],""Mo"":[[""12:00"",""16:00""]],""Sa"":[[""11:00"",""17:00""]],""Su"":[[""11:00"",""17:00""]],""Tu"":[[""12:00"",""16:00""]],""We"":[[""12:00"",""16:00""]]}","Mo-We 12:00-16:00; Fr 12:00-16:00, 18:00-22:00; Sa, Su 11:00-17:00","10997.0","Kreuzberg","","no"
"V6265","11008008","Akcaabat Köfte","Neukölln","restaurant","turkish","","Erkstraße 21, 12043 Berlin","52.481396","13.438018","","","","12043.0","Neukölln","","limited"
"V6266","11008008","Bar 18","Neukölln","bar","","","Erkstraße 18, 12043 Berlin","52.481499","13.438723","","","","12043.0","Neukölln","",""
"V6267","11002002","Mirami","Friedrichshain-Kreuzberg","restaurant","sushi","","Mirami, Stresemannstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10963, Deutschland","52.501874","13.385995","","{""Fr"":[[""12:00"",""22:00""]],""Mo"":[[""12:00"",""22:00""]],""PH"":[[""14:00"",""22:00""]],""Sa"":[[""14:00"",""22:00""]],""Su"":[[""12:00"",""22:00""]],""Th"":[[""12:00"",""22:00""]],""Tu"":[[""12:00"",""22:00""]],""We"":[[""12:00"",""22:00""]]}","Su-Fr 12:00-22:00; Sa,PH 14:00-22:00","10963.0","Kreuzberg","","limited"
"V6268","11008008","EGO Cafe bar","Neukölln","bar","","","Braunschweiger Straße 33, 12055 Berlin","52.471361","13.449995","","","","12055.0","Neukölln","",""
"V6269","11007007","Kardamom","Tempelhof-Schöneberg","restaurant","persian;pizza;cafe","+4917621379078","Badensche Straße 55, 10825 Berlin","52.485505","13.340340","https://sites.google.com/view/kardamom","{""Fr"":[[""10:00"",""21:00""]],""Sa"":[[""10:00"",""22:00""]],""Su"":[[""10:00"",""22:00""]],""Th"":[[""10:00"",""21:00""]],""Tu"":[[""10:00"",""21:00""]],""We"":[[""10:00"",""21:00""]]}","Tu-Fr 10:00-21:00; Sa, Su 10:00-22:00","10825.0","Schöneberg","",""
"V6270","11004004","Mr. Liu","Charlottenburg-Wilmersdorf","restaurant","chinese","+493086393402","Bundesallee 45, 10715 Berlin","52.485921","13.330567","","{""Fr"":[[""12:00"",""22:00""]],""Sa"":[[""12:00"",""22:00""]],""Su"":[[""12:00"",""22:00""]],""Th"":[[""12:00"",""22:00""]],""Tu"":[[""12:00"",""22:00""]],""We"":[[""12:00"",""22:00""]]}","Tu-Su 12:00-22:00; Mo off","10715.0","Wilmersdorf","",""
"V6271","11001001","Bar solut","Mitte","bar","","","Bar solut, Müllerstraße, Englisches Viertel, Wedding, Mitte, Berlin, 13349, Deutschland","52.560474","13.334765","","","","13349.0","Wedding","",""
"V6272","11006006","Café Schwartzsche Villa","Steglitz-Zehlendorf","cafe","","+49307937970","Grunewaldstraße 55, 12165 Berlin","52.456937","13.319276","https://cafe-schwartzsche-villa.de/","{""Fr"":[[""10:00"",""22:00""]],""Mo"":[[""10:00"",""22:00""]],""Sa"":[[""10:00"",""22:00""]],""Su"":[[""10:00"",""22:00""]],""Th"":[[""10:00"",""22:00""]],""Tu"":[[""10:00"",""22:00""]],""We"":[[""10:00"",""22:00""]]}","Mo-Su 10:00-22:00","12165.0","Steglitz","","limited"
"V6273","11006006","al teatro","Steglitz-Zehlendorf","cafe","ice_cream","","al teatro, 34, Schloßstraße, Steglitz, Steglitz-Zehlendorf, Berlin, Teltow, 12163, Deutschland","52.457876","13.320320","","","","12163.0","Steglitz","",""
"V6274","11006006","Meyerbeer Coffee","Steglitz-Zehlendorf","cafe","coffee_shop","","Meyerbeer Coffee, 34, Schloßstraße, Steglitz, Steglitz-Zehlendorf, Berlin, Teltow, 12163, Deutschland","52.457494","13.320223","","{""Fr"":[[""09:00"",""20:00""]],""Mo"":[[""09:00"",""20:00""]],""Sa"":[[""09:00"",""20:00""]],""Th"":[[""09:00"",""20:00""]],""Tu"":[[""09:00"",""20:00""]],""We"":[[""09:00"",""20:00""]]}","Mo-Sa 09:00-20:00; PH,Su off","12163.0","Steglitz","",""
"V6275","11005005","Van Tat","Spandau","restaurant","indonesian;asian","","Wilhelmstraße 21-25, 13593 Berlin","52.520835","13.185681","","{""Fr"":[[""10:30"",""20:00""]],""Mo"":[[""10:30"",""20:00""]],""Sa"":[[""10:30"",""20:00""]],""Th"":[[""10:30"",""20:00""]],""Tu"":[[""10:30"",""20:00""]],""We"":[[""10:30"",""20:00""]]}","Mo-Sa 10:30-20:00","13593.0","Wilhelmstadt","yes",""
"V6276","11009009","Lange Kerls","Treptow-Köpenick","restaurant","","+493028612482","Breestpromenade 33, 12587 Berlin","52.454176","13.632719","","{""Fr"":[[""15:00"",""00:00""]],""Mo"":[[""15:00"",""00:00""]],""Sa"":[[""15:00"",""00:00""]],""Su"":[[""15:00"",""00:00""]],""Th"":[[""15:00"",""00:00""]],""Tu"":[[""15:00"",""00:00""]],""We"":[[""15:00"",""00:00""]]}","15:00-24:00","12587.0","Friedrichshagen","",""
"V6277","11007007","Café Dominicus","Tempelhof-Schöneberg","cafe","","","Dominicusstraße 41, 10827 Berlin","52.480708","13.351453","","","","10827.0","Schöneberg","",""
"V6278","11008008","Grünes Cafe","Neukölln","cafe","","","Grünes Cafe, Mohriner Allee, Britz, Neukölln, Berlin, Teltow, 12347, Deutschland","52.441111","13.424127","","","","12347.0","Britz","",""
"V6279","11006006","coffreez","Steglitz-Zehlendorf","cafe","coffee_shop","","Schloßstraße 118, 12163 Berlin","52.462551","13.326469","","","","12163.0","Steglitz","","limited"
"V6280","11003003","Ambe","Pankow","restaurant","indian","","Naugarder Straße 40, 10409 Berlin","52.543731","13.437809","https://menu.happz.de/l/ambe-berlin","{""Fr"":[[""12:00"",""23:00""]],""Mo"":[[""12:00"",""23:00""]],""Sa"":[[""12:00"",""23:00""]],""Su"":[[""12:00"",""23:00""]],""Th"":[[""12:00"",""23:00""]],""Tu"":[[""12:00"",""23:00""]],""We"":[[""12:00"",""23:00""]]}","Mo-Su 12:00-23:00","10409.0","Prenzlauer Berg","yes",""
"V6281","11001001","Vivo","Mitte","restaurant","italian","","Adolfstraße 17,  Berlin","52.547868","13.366907","","{""Fr"":[[""13:00"",""22:00""]],""Mo"":[[""13:00"",""22:00""]],""Sa"":[[""14:00"",""22:00""]],""Su"":[[""14:00"",""22:00""]],""Th"":[[""13:00"",""22:00""]],""Tu"":[[""13:00"",""22:00""]],""We"":[[""13:00"",""22:00""]]}","Mo-Fr 13:00-22:00; Sa-Su 14:00-22:00","","Wedding","","no"
"V6282","11006006","Heuriger Nußbaumerin","Steglitz-Zehlendorf","restaurant","austrian","+493050178033","Breitenbachplatz 12, 14195 Berlin","52.467094","13.307819","https://nussbaumerin.de/","{""Fr"":[[""16:00"",""23:00""]],""Th"":[[""16:00"",""23:00""]],""Tu"":[[""16:00"",""23:00""]],""We"":[[""16:00"",""23:00""]]}","Tu-Fr 16:00-23:00","14195.0","Dahlem","","no"
"V6319","11009009","Shisha Code Red","Treptow-Köpenick","bar","","03063908442","Brückenstraße 7, 12439 Berlin","52.457673","13.511393","","{""Fr"":[[""12:00"",""20:00""]],""Mo"":[[""12:00"",""20:00""]],""Sa"":[[""12:00"",""20:00""]],""Th"":[[""12:00"",""20:00""]],""Tu"":[[""12:00"",""20:00""]],""We"":[[""12:00"",""20:00""]]}","Mo-Sa 12:00-20:00","12439.0","Niederschöneweide","",""
"V6283","11007007","Wernicke","Tempelhof-Schöneberg","restaurant","german","","Wernicke, Goltzstraße, John-Locke-Siedlung, Lichtenrade, Tempelhof-Schöneberg, Berlin, Teltow, 12307, Deutschland","52.386323","13.406909","","{""Fr"":[[""09:00"",""16:00""]],""Sa"":[[""09:00"",""16:00""]],""Th"":[[""09:00"",""16:00""]],""Tu"":[[""09:00"",""16:00""]],""We"":[[""09:00"",""16:00""]]}","Tu-Sa 09:00-16:00; Su,Mo off","12307.0","Lichtenrade","",""
"V6284","11007007","Vivero","Tempelhof-Schöneberg","cafe","","","Hauptstraße 130, 10827 Berlin","52.484327","13.353302","","","","10827.0","Schöneberg","",""
"V6285","11007007","Bunter Panda","Tempelhof-Schöneberg","cafe","bubble_tea","","Hauptstraße 136, 10827 Berlin","52.485013","13.354616","","","","10827.0","Schöneberg","",""
"V6286","11007007","Velvet Coffee","Tempelhof-Schöneberg","cafe","coffee_shop","","Hauptstraße 134, 10827 Berlin","52.484850","13.354304","","","","10827.0","Schöneberg","",""
"V6287","11007007","Cafe Domino","Tempelhof-Schöneberg","cafe","","","Cafe Domino, Dominicusstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland","52.481532","13.349495","","","","10827.0","Schöneberg","",""
"V6288","11004004","Aurelia","Charlottenburg-Wilmersdorf","cafe","","","Kurfürstendamm 199","52.501479","13.320283","","","","","Charlottenburg","","no"
"V6289","11011011","soulbay Berlin","Lichtenberg","cafe","","","soulbay Berlin, Hauptstraße, Rummelsburger Ufer, Rummelsburg, Lichtenberg, Berlin, 10317, Deutschland","52.499960","13.475425","","{}","Th-Su 14:00-21:30","10317.0","Rummelsburg","","yes"
"V6290","11009009","La MaMa Noor","Treptow-Köpenick","restaurant","pizza","","Schnellerstraße 112, 12439 Berlin","52.454730","13.516254","","{""Fr"":[[""12:00"",""23:00""]],""PH"":[[""12:00"",""23:00""]],""Sa"":[[""12:00"",""23:00""]],""Su"":[[""12:00"",""23:00""]],""Th"":[[""12:00"",""23:00""]],""Tu"":[[""12:00"",""23:00""]],""We"":[[""12:00"",""23:00""]]}","Tu-Su 12:00-23:00; PH 12:00-23:00; Mo off","12439.0","Niederschöneweide","yes",""
"V6291","11003003","Viet Food","Pankow","restaurant","vietnamese;thai","","Berliner Allee 81, 13088 Berlin","52.549588","13.456072","","{""Fr"":[[""11:00"",""22:00""]],""Mo"":[[""11:00"",""22:00""]],""Sa"":[[""12:00"",""22:00""]],""Su"":[[""12:00"",""22:00""]],""Th"":[[""11:00"",""22:00""]],""Tu"":[[""11:00"",""22:00""]],""We"":[[""11:00"",""22:00""]]}","Mo-Fr 11:00-22:00; Sa-Su 12:00-22:00","13088.0","Weißensee","yes",""
"V6292","11004004","Trattoria Milano","Charlottenburg-Wilmersdorf","restaurant","italian","","Berliner Straße 18, 10715 Berlin","52.486926","13.328007","https://trattoriamilano.jimdofree.com/","{""Fr"":[[""11:30"",""23:00""]],""Mo"":[[""11:30"",""23:00""]],""Sa"":[[""11:30"",""23:00""]],""Th"":[[""11:30"",""23:00""]],""Tu"":[[""11:30"",""23:00""]],""We"":[[""11:30"",""23:00""]]}","Mo-Sa 11:30-23:00","10715.0","Wilmersdorf","",""
"V6293","11008008","Radikalecker","Neukölln","cafe","","","Weserstraße 212, 12047 Berlin","52.488411","13.427174","","{""Fr"":[[""11:00"",""17:00""]],""Sa"":[[""11:00"",""17:00""]],""Th"":[[""11:00"",""17:00""]],""Tu"":[[""11:00"",""17:00""]],""We"":[[""11:00"",""17:00""]]}","Tu-Sa 11:00-17:00","12047.0","Neukölln","yes","yes"
"V6294","11004004","Cafe&more Europa","Charlottenburg-Wilmersdorf","cafe","","+493023627080","Lietzenburger Straße 28, 10789 Berlin","52.499649","13.334967","","","","10789.0","Wilmersdorf","",""
"V6295","11004004","nau","Charlottenburg-Wilmersdorf","restaurant","portuguese","","nau, Nürnberger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10777, Deutschland","52.499094","13.334657","","{""Fr"":[[""12:00"",""14:00""],[""18:00"",""22:30""]],""Mo"":[[""12:00"",""14:00""],[""18:00"",""22:30""]],""PH"":[[""12:00"",""14:00""],[""18:00"",""22:30""]],""Sa"":[[""12:00"",""14:00""],[""18:00"",""22:30""]],""Su"":[[""12:00"",""14:00""],[""18:00"",""22:30""]],""Th"":[[""12:00"",""14:00""],[""18:00"",""22:30""]],""Tu"":[[""12:00"",""14:00""],[""18:00"",""22:30""]],""We"":[[""12:00"",""14:00""],[""18:00"",""22:30""]]}","PH,Mo-Su 12:00-14:00,18:00-22:30","10777.0","Wilmersdorf","",""
"V6296","11004004","Byblos","Charlottenburg-Wilmersdorf","restaurant","","","Spichernstraße 24, 10777 Berlin","52.497793","13.334105","","","","10777.0","Wilmersdorf","",""
"V6297","11004004","Café Flair","Charlottenburg-Wilmersdorf","cafe","","","Nachodstraße 5, 10779 Berlin","52.495402","13.334900","https://cafe-flair-berlin.9gg.de/","{""Fr"":[[""17:00"",""02:00""]],""Mo"":[[""17:00"",""02:00""]],""Sa"":[[""17:00"",""02:00""]],""Su"":[[""18:00"",""00:00""]],""Th"":[[""17:00"",""02:00""]],""Tu"":[[""17:00"",""02:00""]],""We"":[[""17:00"",""02:00""]]}","Mo-Sa 17:00-02:00; Su 18:00-24:00","10779.0","Wilmersdorf","",""
"V6298","11004004","Trattoria Amici","Charlottenburg-Wilmersdorf","restaurant","italian","","Nachodstraße 6, 10777 Berlin","52.495327","13.334119","https://www.trattoriaamici-berlin.de/","{""Fr"":[[""16:00"",""01:45""],[""Su 16:00"",""01:00""]],""Mo"":[[""16:00"",""01:45""],[""Su 16:00"",""01:00""]],""Sa"":[[""16:00"",""01:45""],[""Su 16:00"",""01:00""]],""Th"":[[""16:00"",""01:45""],[""Su 16:00"",""01:00""]],""Tu"":[[""16:00"",""01:45""],[""Su 16:00"",""01:00""]],""We"":[[""16:00"",""01:45""],[""Su 16:00"",""01:00""]]}","Mo-Sa 16:00-01:45, Su 16:00-01:00","10777.0","Wilmersdorf","","yes"
"V6299","11007007","Ratskeller","Tempelhof-Schöneberg","restaurant","","","John-F.-Kennedy-Platz 1, 10825 Berlin","52.484576","13.344151","https://gerresheim-berlin.de/rathaus-schoeneberg-ratskeller","{""Fr"":[[""08:00"",""14:00""]],""Mo"":[[""08:00"",""14:00""]],""Th"":[[""08:00"",""14:00""]],""Tu"":[[""08:00"",""14:00""]],""We"":[[""08:00"",""14:00""]]}","Mo-Fr 08:00-14:00","10825.0","Schöneberg","","no"
"V6300","11004004","Yoko Sushi","Charlottenburg-Wilmersdorf","restaurant","sushi","","Yoko Sushi, Dahlmannstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10629, Deutschland","52.500665","13.304135","","","","10629.0","Charlottenburg","",""
"V6301","11001001","Moabogen","Mitte","cafe","","","Moabogen, Birkenstraße, Moabit, Mitte, Berlin, 10559, Deutschland","52.531748","13.344336","","{""Fr"":[[""07:00"",""20:00""]],""Mo"":[[""07:00"",""20:00""]],""Sa"":[[""07:00"",""20:00""]],""Th"":[[""07:00"",""20:00""]],""Tu"":[[""07:00"",""20:00""]],""We"":[[""07:00"",""20:00""]]}","Mo-Sa 07:00-20:00","10559.0","Moabit","",""
"V6302","11001001","Exclusive Coffee","Mitte","cafe","coffee_shop","","Heidestraße 11","52.530945","13.368183","","{""Fr"":[[""07:00"",""18:00""]],""Mo"":[[""07:00"",""18:00""]],""Sa"":[[""08:00"",""18:00""]],""Su"":[[""09:00"",""18:00""]],""Th"":[[""07:00"",""18:00""]],""Tu"":[[""07:00"",""18:00""]],""We"":[[""07:00"",""18:00""]]}","Mo-Fr 07:00-18:00; Sa 08:00-18:00; Su 09:00-18:00","","Moabit","","yes"
"V6401","11009009","Karolinenhof","Treptow-Köpenick","restaurant","regional","","Karolinenhof, Rohrwallallee, Karolinenhof, Schmöckwitz, Treptow-Köpenick, Berlin, 12527, Deutschland","52.387354","13.640500","","{}","Th-Su 12:00-21:00","12527.0","Schmöckwitz","",""
"V6303","11001001","coffee ela","Mitte","cafe","breakfast;cake;coffee_shop","","Turmstraße 24, 10559 Berlin","52.526449","13.345083","","{""Fr"":[[""08:00"",""18:00""]],""Mo"":[[""08:00"",""18:00""]],""Sa"":[[""09:00"",""17:00""]],""Su"":[[""09:00"",""17:00""]],""Th"":[[""08:00"",""18:00""]],""Tu"":[[""08:00"",""18:00""]],""We"":[[""08:00"",""18:00""]]}","Mo-Fr 08:00-18:00; Sa-Su 09:00-17:00","10559.0","Moabit","","no"
"V6304","11001001","Pizzeria Allegro","Mitte","restaurant","pizza","+491715810809","Reinickendorfer Straße 8, 13347 Berlin","52.541382","13.370245","","{""Fr"":[[""11:30"",""00:00""]],""Mo"":[[""11:30"",""00:00""]],""PH"":[[""12:00"",""22:00""]],""Sa"":[[""11:30"",""00:00""]],""Su"":[[""12:00"",""22:00""]],""Th"":[[""11:30"",""00:00""]],""Tu"":[[""11:30"",""00:00""]],""We"":[[""11:30"",""00:00""]]}","Mo-Sa 11:30-24:00; Su,PH 12:00-22:00","13347.0","Gesundbrunnen","","yes"
"V6305","11002002","90’s","Friedrichshain-Kreuzberg","restaurant","asian","03092278982","Jungstraße 29, 10247 Berlin","52.511899","13.466501","https://90s-restaurant.de/","{""Fr"":[[""11:00"",""23:00""]],""Mo"":[[""11:00"",""23:00""]],""Sa"":[[""11:00"",""23:00""]],""Su"":[[""11:00"",""23:00""]],""Th"":[[""11:00"",""23:00""]],""Tu"":[[""11:00"",""23:00""]],""We"":[[""11:00"",""23:00""]]}","Mo-Su 11:00-23:00","10247.0","Friedrichshain","","no"
"V6306","11003003","North Andes Coffee","Pankow","cafe","coffee","","Czarnikauer Straße 22, 10439 Berlin","52.553163","13.407764","https://northandes.coffee/","{""Fr"":[[""07:30"",""18:00""]],""Mo"":[[""07:30"",""18:00""]],""Sa"":[[""09:00"",""17:00""]],""Su"":[[""09:00"",""17:00""]],""Th"":[[""07:30"",""18:00""]],""Tu"":[[""07:30"",""18:00""]],""We"":[[""07:30"",""18:00""]]}","Mo-Fr 07:30-18:00; Sa,Su 09:00-17:00","10439.0","Prenzlauer Berg","",""
"V6307","11002002","Berlin Phố","Friedrichshain-Kreuzberg","restaurant","vietnamese","","Lausitzer Straße 6, 10999 Berlin","52.497860","13.429121","","{""Fr"":[[""12:00"",""21:00""]],""Mo"":[[""12:00"",""21:00""]],""Sa"":[[""15:00"",""21:00""]],""Su"":[[""12:00"",""21:00""]],""Th"":[[""12:00"",""21:00""]],""Tu"":[[""12:00"",""21:00""]],""We"":[[""12:00"",""21:00""]]}","Su-Fr 12:00-21:00; Sa 15:00-21:00","10999.0","Kreuzberg","",""
"V6308","11004004","Kaffeehaus am Platz","Charlottenburg-Wilmersdorf","cafe","","","Rüdesheimer Platz 7, 14197 Berlin","52.472742","13.314704","https://kaffeehausamplatz.de","{""Fr"":[[""09:30"",""18:00""]],""Sa"":[[""09:30"",""18:00""]],""Su"":[[""09:30"",""18:00""]],""Th"":[[""09:30"",""18:00""]],""Tu"":[[""09:30"",""18:00""]],""We"":[[""09:30"",""18:00""]]}","Tu-Su 09:30-18:00","14197.0","Wilmersdorf","","limited"
"V6309","11012012","Café Züri","Reinickendorf","cafe","ice_cream","+493040057458","Senftenberger Ring 51, 13435 Berlin","52.604820","13.355311","http://www.cafe-zueri.de/","{""Fr"":[[""11:00"",""18:00""]],""Mo"":[[""11:00"",""18:09""]],""Sa"":[[""12:00"",""18:00""]],""Su"":[[""12:00"",""18:00""]],""Th"":[[""11:00"",""18:00""]],""We"":[[""11:00"",""18:00""]]}","Mo 11:00-18:09; We-Fr 11:00-18:00; Sa-Su 12:00-18:00","13435.0","Märkisches Viertel","",""
"V6310","11012012","Gaststätte Trabant","Reinickendorf","restaurant","german","+49304157763","Senftenberger Ring 34B, 13435 Berlin","52.603136","13.362764","https://gaststatte-trabant-inh-ines-szendzielorz.business.site/","{""Fr"":[[""10:00"",""00:00""]],""Mo"":[[""10:00"",""00:00""]],""Sa"":[[""10:00"",""00:00""]],""Su"":[[""10:00"",""00:00""]],""Th"":[[""10:00"",""00:00""]],""Tu"":[[""10:00"",""00:00""]],""We"":[[""10:00"",""00:00""]]}","Mo-Su 10:00-00:00","13435.0","Märkisches Viertel","",""
"V6311","11012012","Treff 26","Reinickendorf","bar","","","Treff 26, Brunnenpassage, Märkisches Viertel, Reinickendorf, Berlin, 13439, Deutschland","52.598337","13.355438","","{""Fr"":[[""08:00"",""04:00""]],""Mo"":[[""08:00"",""04:00""]],""Sa"":[[""08:00"",""04:00""]],""Su"":[[""08:00"",""04:00""]],""Th"":[[""08:00"",""04:00""]],""Tu"":[[""08:00"",""04:00""]],""We"":[[""08:00"",""04:00""]]}","Mo-Su 08:00-04:00","13439.0","Märkisches Viertel","",""
"V6312","11012012","Jasnoor","Reinickendorf","restaurant","indian","+493040578818","Jasnoor, Hohefeldstraße, Hermsdorf, Reinickendorf, Berlin, 13467, Deutschland","52.623371","13.302229","https://www.jasnoorrestaurant.de/","{""Fr"":[[""12:00"",""23:00""]],""Mo"":[[""12:00"",""23:00""]],""Sa"":[[""12:00"",""23:00""]],""Su"":[[""12:00"",""23:00""]],""Th"":[[""12:00"",""23:00""]],""We"":[[""12:00"",""23:00""]]}","We-Mo 12:00-23:00","13467.0","Hermsdorf","","no"
